Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_berghei	Plasmodium_chabaudi	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Plasmodium_yoelii	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii
OG0011265	EDO05884.2																				
OG0011266	KAG6439896.1																				
OG0011267	EDO05892.2																				
OG0011268	EDO05893.1																				
OG0011269	KAG6439923.1																				
OG0011270	KAG6439921.1																				
OG0011271	EDO05903.1																				
OG0011272	EDO05908.1																				
OG0011273	EDO05909.2																				
OG0011274	EDO05921.1																				
OG0011275	EDO05922.1																				
OG0011276	EDO05924.1																				
OG0011277	EDO05930.2																				
OG0011278	EDO05944.1																				
OG0011279	EDO05948.2																				
OG0011280	KAG6439924.1																				
OG0011281	EDO05951.1																				
OG0011282	EDO05952.1																				
OG0011283	KAG6439900.1																				
OG0011284	EDO05954.1																				
OG0011285	EDO05955.2																				
OG0011286	EDO05957.1																				
OG0011287	EDO05958.2																				
OG0011288	EDO05961.1																				
OG0011289	KAG6438468.1																				
OG0011290	EDO05064.1																				
OG0011291	EDO05065.1																				
OG0011292	EDO05066.1																				
OG0011293	EDO05069.1																				
OG0011294	EDO05072.1																				
OG0011295	EDO05074.1																				
OG0011296	EDO05078.1																				
OG0011297	EDO05079.1																				
OG0011298	EDO05083.1																				
OG0011299	EDO05085.1																				
OG0011300	EDO05086.1																				
OG0011301	EDO05087.1																				
OG0011302	EDO05088.1																				
OG0011303	EDO05089.1																				
OG0011304	EDO05090.1																				
OG0011305	EDO05091.1																				
OG0011306	EDO05092.1																				
OG0011307	EDO05094.1																				
OG0011308	EDO05095.1																				
OG0011309		KAF8823131.1																			
OG0011310		KAF8823123.1																			
OG0011311		KAF8823130.1																			
OG0011312		KAF8823106.1																			
OG0011313		KAF8823111.1																			
OG0011314		KAF8823089.1																			
OG0011315		KAF8823086.1																			
OG0011316		KAF8823077.1																			
OG0011317		KAF8823090.1																			
OG0011318		KAF8823091.1																			
OG0011319		KAF8823096.1																			
OG0011320		KAF8823052.1																			
OG0011321		KAF8823063.1																			
OG0011322		KAF8823064.1																			
OG0011323		KAF8823054.1																			
OG0011324		KAF8823067.1																			
OG0011325		KAF8823059.1																			
OG0011326		KAF8823068.1																			
OG0011327		KAF8823044.1																			
OG0011328		KAF8823036.1																			
OG0011329		KAF8823043.1																			
OG0011330		KAF8823038.1																			
OG0011331		KAF8823012.1																			
OG0011332		KAF8822998.1																			
OG0011333		KAF8822995.1																			
OG0011334		KAF8823004.1																			
OG0011335		KAF8823000.1																			
OG0011336		KAF8822980.1																			
OG0011337		KAF8822984.1																			
OG0011338		KAF8822978.1																			
OG0011339		KAF8822985.1																			
OG0011340		KAF8822986.1																			
OG0011341		KAF8822930.1																			
OG0011342		KAF8822936.1																			
OG0011343		KAF8822928.1																			
OG0011344		KAF8822935.1																			
OG0011345		KAF8822944.1																			
OG0011346		KAF8822921.1																			
OG0011347		KAF8822922.1																			
OG0011348		KAF8822923.1																			
OG0011349		KAF8822917.1																			
OG0011350		KAF8822903.1																			
OG0011351		KAF8822891.1																			
OG0011352		KAF8822894.1																			
OG0011353		KAF8822878.1																			
OG0011354		KAF8822875.1																			
OG0011355		KAF8822857.1																			
OG0011356		KAF8822860.1																			
OG0011357		KAF8822862.1																			
OG0011358		KAF8822835.1																			
OG0011359		KAF8822842.1																			
OG0011360		KAF8822841.1																			
OG0011361		KAF8822843.1																			
OG0011362		KAF8822821.1																			
OG0011363		KAF8822802.1																			
OG0011364		KAF8822804.1																			
OG0011365		KAF8822815.1																			
OG0011366		KAF8822810.1																			
OG0011367		KAF8822813.1																			
OG0011368		KAF8822816.1																			
OG0011369		KAF8822780.1																			
OG0011370		KAF8822781.1																			
OG0011371		KAF8822783.1																			
OG0011372		KAF8822765.1																			
OG0011373		KAF8822772.1																			
OG0011374		KAF8822773.1																			
OG0011375		KAF8822763.1																			
OG0011376		KAF8822774.1																			
OG0011377		KAF8822749.1																			
OG0011378		KAF8822745.1																			
OG0011379		KAF8822740.1																			
OG0011380		KAF8822747.1																			
OG0011381		KAF8822728.1																			
OG0011382		KAF8822720.1																			
OG0011383		KAF8822731.1																			
OG0011384		KAF8822717.1																			
OG0011385		KAF8822713.1																			
OG0011386		KAF8822707.1																			
OG0011387		KAF8822711.1																			
OG0011388		KAF8822712.1																			
OG0011389		KAF8822701.1																			
OG0011390		KAF8822700.1																			
OG0011391		KAF8822686.1																			
OG0011392		KAF8822684.1																			
OG0011393		KAF8822667.1																			
OG0011394		KAF8822669.1																			
OG0011395		KAF8822679.1																			
OG0011396		KAF8822681.1																			
OG0011397		KAF8822668.1																			
OG0011398		KAF8822672.1																			
OG0011399		KAF8822662.1																			
OG0011400		KAF8822634.1																			
OG0011401		KAF8822642.1																			
OG0011402		KAF8822624.1																			
OG0011403		KAF8822621.1																			
OG0011404		KAF8822603.1																			
OG0011405		KAF8822610.1																			
OG0011406		KAF8822605.1																			
OG0011407		KAF8822596.1																			
OG0011408		KAF8822601.1																			
OG0011409		KAF8822592.1																			
OG0011410		KAF8822599.1																			
OG0011411		KAF8822597.1																			
OG0011412		KAF8822598.1																			
OG0011413		KAF8822595.1																			
OG0011414		KAF8822586.1																			
OG0011415		KAF8822582.1																			
OG0011416		KAF8822580.1																			
OG0011417		KAF8822556.1																			
OG0011418		KAF8822546.1																			
OG0011419		KAF8822547.1																			
OG0011420		KAF8822551.1																			
OG0011421		KAF8822552.1																			
OG0011422		KAF8822542.1																			
OG0011423		KAF8822543.1																			
OG0011424		KAF8822532.1																			
OG0011425		KAF8822536.1																			
OG0011426		KAF8822526.1																			
OG0011427		KAF8822517.1																			
OG0011428		KAF8822514.1																			
OG0011429		KAF8822518.1																			
OG0011430		KAF8822513.1																			
OG0011431		KAF8822519.1																			
OG0011432		KAF8822494.1																			
OG0011433		KAF8822479.1																			
OG0011434		KAF8822472.1																			
OG0011435		KAF8822462.1																			
OG0011436		KAF8822450.1																			
OG0011437		KAF8822458.1																			
OG0011438		KAF8822455.1																			
OG0011439		KAF8822416.1																			
OG0011440		KAF8822426.1																			
OG0011441		KAF8822419.1																			
OG0011442		KAF8822409.1																			
OG0011443		KAF8822410.1																			
OG0011444		KAF8822406.1																			
OG0011445		KAF8822404.1																			
OG0011446		KAF8822401.1																			
OG0011447		KAF8822393.1																			
OG0011448		KAF8822388.1																			
OG0011449		KAF8822394.1																			
OG0011450		KAF8822395.1																			
OG0011451		KAF8822399.1																			
OG0011452		KAF8822391.1																			
OG0011453		KAF8822392.1																			
OG0011454		KAF8822369.1																			
OG0011455		KAF8822378.1																			
OG0011456		KAF8822377.1																			
OG0011457		KAF8822365.1																			
OG0011458		KAF8822368.1																			
OG0011459		KAF8822357.1																			
OG0011460		KAF8822358.1																			
OG0011461		KAF8822354.1																			
OG0011462		KAF8822359.1																			
OG0011463		KAF8822360.1																			
OG0011464		KAF8822340.1																			
OG0011465		KAF8822339.1																			
OG0011466		KAF8822342.1																			
OG0011467		KAF8822338.1																			
OG0011468		KAF8822343.1																			
OG0011469		KAF8822328.1																			
OG0011470		KAF8822312.1																			
OG0011471		KAF8822319.1																			
OG0011472		KAF8822318.1																			
OG0011473		KAF8822317.1																			
OG0011474		KAF8822304.1																			
OG0011475		KAF8822309.1																			
OG0011476		KAF8822300.1																			
OG0011477		KAF8822299.1																			
OG0011478		KAF8822270.1																			
OG0011479		KAF8822280.1																			
OG0011480		KAF8822277.1																			
OG0011481		KAF8822275.1																			
OG0011482		KAF8822264.1																			
OG0011483		KAF8822262.1																			
OG0011484		KAF8822258.1																			
OG0011485		KAF8822247.1																			
OG0011486		KAF8822252.1																			
OG0011487		KAF8822255.1																			
OG0011488		KAF8822256.1																			
OG0011489		KAF8822257.1																			
OG0011490		KAF8822235.1																			
OG0011491		KAF8822243.1																			
OG0011492		KAF8822241.1																			
OG0011493		KAF8822240.1																			
OG0011494		KAF8822242.1																			
OG0011495		KAF8822228.1																			
OG0011496		KAF8822213.1																			
OG0011497		KAF8822199.1																			
OG0011498		KAF8822210.1																			
OG0011499		KAF8822208.1																			
OG0011500		KAF8822187.1																			
OG0011501		KAF8822194.1																			
OG0011502		KAF8822174.1																			
